DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,PERFORMANCE_RATIO,DC_AC_EFFICIENCY,TEMP_CORRECTED_POWER,ANOMALY,ANOMALY_LABEL
2020-05-15 06:00:00,4135001,1BY6WEcLGh8j5v7,37.14285714,3.585714286,0.0,6259559.0,24.088446066666663,22.2067566,0.0058869571866666,6.090936423293287,0.09653845895446754,3.5460938727763485,-1,Fault
2020-05-15 06:00:00,4135001,1IF53ai7Xc0U56Y,53.5,5.1625,0.0,6183645.0,24.088446066666663,22.2067566,0.0058869571866666,8.769371114710056,0.09649532529915279,5.105456865228859,-1,Fault
2020-05-15 06:00:00,4135001,3PZuoBAID5Wc2HD,58.0,5.585714286,0.0,6987759.0,24.088446066666663,22.2067566,0.0058869571866666,9.488271479839556,0.09630541706369972,5.523994837513921,-1,Fault
2020-05-15 06:00:00,4135001,7JYdWkrLSPkdwr4,58.42857143,5.628571429,0.0,7602960.0,24.088446066666663,22.2067566,0.0058869571866666,9.561071517008214,0.09633251669366519,5.566378429756719,-1,Fault
2020-05-15 06:00:00,4135001,McdE0feGgRqW7Ca,54.375,5.25,0.0,7158964.0,24.088446066666663,22.2067566,0.0058869571866666,8.918004523433956,0.09655172236226718,5.191990032436128,-1,Fault
2020-05-15 06:00:00,4135001,WRmjgnKYAwPKWDb,43.85714286,4.228571429,0.0,7028673.0,24.088446066666663,22.2067566,0.0058869571866666,7.1829369774258245,0.09641693591580816,4.181847754440418,-1,Fault
2020-05-15 06:00:00,4135001,ZnxXDlPa8U1GXgE,58.57142857,5.671428571,0.0,6522172.0,24.088446066666663,22.2067566,0.0058869571866666,9.633871552478205,0.09682926663454494,5.608762021010566,-1,Fault
2020-05-15 06:00:00,4135001,ZoEaEvLYb1n2sOq,24.5,2.366666667,0.0,7098099.0,24.088446066666663,22.2067566,0.0058869571866666,4.020179817479307,0.0965986355265863,2.340516141935778,-1,Fault
2020-05-15 06:00:00,4135001,adLQvlD726eNBSB,56.125,5.425,0.0,6271355.0,24.088446066666663,22.2067566,0.0058869571866666,9.215271340881753,0.096659241039479,5.3650563668506654,-1,Fault
2020-05-15 06:00:00,4135001,bvBOhCH3iADSZry,37.0,3.571428571,0.0,6316803.0,24.088446066666663,22.2067566,0.0058869571866666,6.066669743104622,0.0965250939047272,3.5319660080361155,-1,Fault
2020-05-15 06:00:00,4135001,iCRJl6heRkivqQ3,41.85714286,4.028571429,0.0,7177992.0,24.088446066666663,22.2067566,0.0058869571866666,6.843203471771199,0.09624573149267907,3.984057657966661,-1,Fault
2020-05-15 06:00:00,4135001,ih0vzX44oOqAx2f,50.16666667,4.85,0.0,6185184.0,24.088446066666663,22.2067566,0.0058869571866666,8.2385375121247,0.0966777389302326,4.796409839488613,-1,Fault
2020-05-15 06:00:00,4135001,pkci93gMrogZuBj,37.375,3.6,0.0,7169102.0,24.088446066666663,22.2067566,0.0058869571866666,6.115203101783283,0.09632106765696141,3.560221736527631,-1,Fault
2020-05-15 06:00:00,4135001,rGa61gmuvPhdLxV,38.875,3.75,0.0,7111493.0,24.088446066666663,22.2067566,0.0058869571866666,6.370003231024254,0.09646302002667473,3.708564308882949,-1,Fault
2020-05-15 06:00:00,4135001,sjndEbLyjtCKgGv,52.625,5.075,0.0,7016832.0,24.088446066666663,22.2067566,0.0058869571866666,8.620737705986157,0.09643705279929592,5.018923698021591,-1,Fault
2020-05-15 06:00:00,4135001,uHbuxQJl8lW7ozc,38.625,3.7375,0.0,7038681.0,24.088446066666663,22.2067566,0.0058869571866666,6.348769886920839,0.09676375154009705,3.696202427853339,-1,Fault
2020-05-15 06:00:00,4135001,wCURE6d3bPkepu2,54.625,5.275,0.0,6782598.0,24.088446066666663,22.2067566,0.0058869571866666,8.960471211640785,0.09656750395299765,5.216713794495348,-1,Fault
2020-05-15 06:00:00,4135001,z9Y9gH1T5YWrNuG,54.625,5.275,0.0,7007866.0,24.088446066666663,22.2067566,0.0058869571866666,8.960471211640785,0.09656750395299765,5.216713794495348,-1,Fault
2020-05-15 06:00:00,4135001,zBIq5rxdHJRwDNY,57.0,5.5,0.0,6339380.0,24.088446066666663,22.2067566,0.0058869571866666,9.342671405502239,0.0964912263773469,5.4392276530283254,-1,Fault
2020-05-15 06:00:00,4135001,zVJPv84UY57bAof,34.875,3.3625,0.0,7116151.0,24.088446066666663,22.2067566,0.0058869571866666,5.711769563818414,0.09641576784470916,3.325345996965044,-1,Fault
2020-05-15 06:15:00,4135001,VHMLBKoKgIrUVDU,61.125,5.9125,0.0,7206408.0,24.01163526666667,22.35345866666667,0.0222816074666666,2.653532675015683,0.0967280147774558,5.850564952123416,-1,Fault
2020-05-15 06:30:00,4135001,YxYtjZvoooNbGkE,873.0,84.8,22.0,7179988.0,23.976731266666665,22.893282,0.0494097238666666,17.162610150630424,0.097136311458034,84.09137276540167,-1,Fault
2020-05-15 08:45:00,4135001,3PZuoBAID5Wc2HD,5567.428571,545.7285714,613.2857143,6988372.286,26.8318298,39.08195373333332,0.3124267953333332,17.467405551766067,0.0980216565587579,578.3031226690722,-1,Fault
2020-05-15 08:45:00,4135001,WRmjgnKYAwPKWDb,5739.714286,562.6428571,627.2857143,7029300.286,26.8318298,39.08195373333332,0.3124267953333332,18.00878949870218,0.09802628301104492,596.227022480536,-1,Fault
2020-05-15 08:45:00,4135001,zVJPv84UY57bAof,2978.75,292.4375,553.875,7116704.875,26.8318298,39.08195373333332,0.3124267953333332,9.360192371713872,0.09817456983695357,309.89310125670437,-1,Fault
2020-05-15 09:00:00,4135001,zVJPv84UY57bAof,5085.857143,498.4714286,653.2857143,7116804.286,27.6209698,45.0092326,0.6231526486666666,7.999186421936452,0.09801129180123899,541.8385205579343,-1,Fault
2020-05-15 09:15:00,4135001,1IF53ai7Xc0U56Y,3541.0,347.9857143,946.5714286,6184591.571,27.988362071428572,46.6177065,0.3448840357142857,10.089933663915664,0.09827328839359692,380.92457712795493,-1,Fault
2020-05-15 09:15:00,4135001,3PZuoBAID5Wc2HD,3170.142857,311.3857143,929.2857143,6988688.286,27.988362071428572,46.6177065,0.3448840357142857,9.02870742121725,0.09822450540807774,340.86017520005333,-1,Fault
2020-05-15 09:15:00,4135001,WRmjgnKYAwPKWDb,2986.0,293.2285714,909.7142857,7029582.714,27.988362071428572,46.6177065,0.3448840357142857,8.502236477558638,0.09820112903610144,320.9843535878144,-1,Fault
2020-05-15 09:15:00,4135001,adLQvlD726eNBSB,3395.714286,333.6428571,954.7142857,6272309.714,27.988362071428572,46.6177065,0.3448840357142857,9.674058897360585,0.0982541017591802,365.224085443384,-1,Fault
2020-05-15 09:15:00,4135001,pkci93gMrogZuBj,6005.428571,588.5142857,956.7142857,7170058.714,27.988362071428572,46.6177065,0.3448840357142857,17.064120332998712,0.09799705027613138,644.2205705627524,-1,Fault
2020-05-15 09:15:00,4135001,uHbuxQJl8lW7ozc,7028.0,688.1857143,934.7142857,7039615.714,27.988362071428572,46.6177065,0.3448840357142857,19.954118575555036,0.09792056263546946,753.3264770151719,-1,Fault
2020-05-15 09:30:00,4135001,1IF53ai7Xc0U56Y,4325.5,424.1375,1029.125,6184674.125,27.516727866666667,39.136326,0.2492484,17.0166582005478,0.09805513811165063,449.55788740914807,-1,Fault
2020-05-15 09:45:00,4135001,zVJPv84UY57bAof,5286.5,517.05,747.5,7116898.5,27.450107666666668,40.93057693333333,0.5412059773333334,9.553663708482672,0.0978057315619397,552.2400077142241,-1,Fault
2020-05-15 10:00:00,4135001,bvBOhCH3iADSZry,5785.125,567.0625,1173.25,6317976.25,28.632191866666663,52.5477356,0.670675372,8.455096388195743,0.09802078605077318,637.2856009462137,-1,Fault
2020-05-15 10:30:00,4135001,1BY6WEcLGh8j5v7,4399.75,431.875,1440.0,6260999.0,29.35144260000001,49.249723266666656,0.4551483833333333,9.48866361665285,0.09815898628372997,478.26630187274446,-1,Fault
2020-05-15 10:30:00,4135001,bvBOhCH3iADSZry,4439.875,435.7875,1454.625,6318257.625,29.35144260000001,49.249723266666656,0.4551483833333333,9.574624592398504,0.09815310113501999,482.59907618493463,-1,Fault
2020-05-15 10:45:00,4135001,uHbuxQJl8lW7ozc,6817.5,667.2,1930.375,7040611.375,28.854707866666665,44.048325600000005,0.3619616539999999,18.4328912798898,0.09786578656430278,722.2290136381882,-1,Fault
2020-05-15 11:15:00,4135001,z9Y9gH1T5YWrNuG,10653.625,1039.7625,2303.25,7010169.25,30.21606228571428,50.006988571428565,0.5857872135714286,17.749832330940478,0.09759706202371521,1155.3275515071873,-1,Fault
2020-05-15 11:45:00,4135001,1BY6WEcLGh8j5v7,9420.285714,920.0428571,2155.0,6261714.0,30.811049333333333,47.8363832,0.4679868693333333,19.659586576671536,0.0976661308303004,1012.5332459269067,-1,Fault
